winner,loser
ice_cream,orange_chicken
crepe,bibimbap
risotto,fried_rice
lobster_roll,pizza
mango_sticky_rice,butter_chicken
ribs,pancake
churro,gyro
chicken_sandwich,steak
clam_chowder,sashimi
escargot,chana_masala
gazpacho,tiramisu
vindaloo,palak_paneer
creme_brulee,lo_mein
tikka_masala,papaya_salad
crepe,chile_relleno
souffle,udon
hot_and_sour_soup,miso_soup
scallion_pancake,pad_thai
steak,coleslaw
guacamole,spring_rolls
bun_cha,chow_mein
biryani,com_tam
katsu,tapas
elote,hamburger
peking_duck,falafel
penne_arrabbiata,mac_and_cheese
mapo_tofu,hamburger
spanakopita,fried_rice
quiche,teriyaki
pozole,chana_masala
risotto,korean_fried_chicken
waffle,kimchi_jjigae
tempura,fried_rice
caprese,mac_and_cheese
mango_sticky_rice,ravioli
french_onion_soup,pulled_pork
scallion_pancake,coq_au_vin
hamburger,okonomiyaki
bibimbap,falafel
fresh_spring_roll,quesadilla
hot_and_sour_soup,hamburger
korma,kimchi
mango_sticky_rice,massaman_curry
banh_mi,fried_chicken
ice_cream,chow_fun
congee,fried_chicken
souffle,sundubu_jjigae
guacamole,red_curry
tiramisu,char_siu
lasagna,samosa
chana_masala,donburi
quiche,sashimi
katsu,donburi
xiao_long_bao,clam_chowder
general_tso,souffle
fried_chicken,caesar_salad
shawarma,udon
churros_spanish,lasagna
pasta_carbonara,chow_mein
kimbap,ravioli
spanakopita,congee
paneer_tikka,crepe
gelato,pad_see_ew
nachos,chana_masala
falafel,buffalo_wings
char_siu,coleslaw
osso_buco,dim_sum
samgyeopsal,fish_and_chips
dolma,miso_soup
pancake,green_curry
peking_duck,dumplings
paneer_tikka,brownie
dumplings,osso_buco
dan_dan_noodles,kung_pao_chicken
pasta_bolognese,sushi
churros_spanish,caesar_salad
massaman_curry,wonton_soup
spring_rolls,sashimi
tapas,kimchi_jjigae
chow_fun,samgyeopsal
red_curry,cheesecake
peking_duck,massaman_curry
moussaka,lo_mein
bulgogi,lasagna
ceviche,dosa
mac_and_cheese,miso_soup
green_curry,caesar_salad
brisket,palak_paneer
baklava,patatas_bravas
grilled_cheese,moussaka
xiao_long_bao,cheesecake
fresh_spring_roll,ice_cream
quesadilla,tom_yum
kung_pao_chicken,minestrone
croissant,raita
tiramisu,gyro
sashimi,chana_masala
club_sandwich,dal
satay,naan
tamale,baklava
ca_phe_sua_da,tandoori_chicken
tamale,escargot
hummus,satay
taco,pita
escargot,panna_cotta
butter_chicken,papaya_salad
butter_chicken,spring_rolls
nachos,tom_yum
gnocchi,pizza
ca_phe_sua_da,escargot
elote,biryani
croissant,samgyeopsal
gelato,taco
grilled_cheese,naan
pozole,donburi
tandoori_chicken,bibimbap
creme_brulee,chicken_sandwich
tom_kha,minestrone
pulled_pork,korean_fried_chicken
clam_chowder,sushi
brisket,french_fries
nachos,pita
churro,lasagna
taco,pizza
tempura,dal
sushi,falafel
thai_iced_tea,sweet_and_sour
churros_spanish,naan
risotto,dim_sum
osso_buco,scallion_pancake
moussaka,chicken_sandwich
chile_relleno,korean_fried_chicken
samosa,quesadilla
pancake,steak
mac_and_cheese,bibimbap
panna_cotta,hot_and_sour_soup
beef_bourguignon,panna_cotta
ravioli,tom_kha
gelato,bulgogi
escargot,bibimbap
palak_paneer,fried_chicken
hummus,dosa
bruschetta,kung_pao_chicken
moussaka,steak
tabbouleh,french_onion_soup
bruschetta,minestrone
sundubu_jjigae,tandoori_chicken
general_tso,palak_paneer
chile_relleno,falafel
udon,tom_yum
satay,ravioli
bulgogi,green_curry
banh_mi,club_sandwich
sushi,caesar_salad
cornbread,chicken_salad
elote,chana_masala
pad_thai,bun_bo_hue
bun_cha,caprese
pancake,dosa
pad_thai,miso_soup
mapo_tofu,palak_paneer
ca_phe_sua_da,quiche
osso_buco,moussaka
tiramisu,pad_thai
okonomiyaki,lo_mein
xiao_long_bao,falafel
banh_mi,tikka_masala
butter_chicken,lo_mein
korma,kimchi_jjigae
gnocchi,pasta_bolognese
pad_see_ew,chana_masala
spring_rolls,fresh_spring_roll
bruschetta,sushi
bulgogi,palak_paneer
green_curry,souffle
tteokbokki,donburi
cheesecake,hot_and_sour_soup
quesadilla,pozole
moussaka,risotto
butter_chicken,baba_ganoush
cheesecake,bun_bo_hue
patatas_bravas,pozole
elote,pasta_carbonara
osso_buco,lasagna
chicken_sandwich,chow_mein
chow_fun,burrito
ravioli,enchilada
palak_paneer,samgyeopsal
gnocchi,xiao_long_bao
quesadilla,dosa
falafel,yakitori
elote,hummus
steak,pizza
biryani,pad_thai
sundubu_jjigae,thai_iced_tea
okonomiyaki,enchilada
croissant,sundubu_jjigae
shawarma,tapas
coq_au_vin,patatas_bravas
korma,nachos
butter_chicken,sushi
hummus,fresh_spring_roll
fried_chicken,ramen
ca_phe_sua_da,baba_ganoush
lasagna,beef_bourguignon
miso_soup,pita
baba_ganoush,char_siu
udon,pita
shawarma,wonton_soup
spring_rolls,congee
pho,tteokbokki
red_curry,teriyaki
elote,french_fries
kimbap,onigiri
ratatouille,orange_chicken
pasta_carbonara,yakitori
paella,chicken_salad
com_tam,soup
bruschetta,coleslaw
dumplings,biryani
tamale,hamburger
satay,chicken_salad
french_onion_soup,sweet_and_sour
french_onion_soup,enchilada
churro,osso_buco
sweet_and_sour,orange_chicken
pho,tabbouleh
panna_cotta,miso_soup
mango_sticky_rice,samgyeopsal
dan_dan_noodles,ice_cream
spring_rolls,lasagna
guacamole,banh_mi
elote,scallion_pancake
hot_and_sour_soup,congee
paella,tandoori_chicken
korma,bun_bo_hue
green_curry,coleslaw
biryani,vindaloo
sweet_and_sour,kimchi
clam_chowder,osso_buco
wonton_soup,okonomiyaki
panna_cotta,tom_kha
osso_buco,banh_mi
tikka_masala,ramen
katsu,banh_mi
tamale,fish_and_chips
vindaloo,grilled_cheese
grilled_cheese,orange_chicken
escargot,chile_relleno
clam_chowder,patatas_bravas
red_curry,bruschetta
tabbouleh,ramen
mapo_tofu,tempura
lobster_roll,massaman_curry
paneer_tikka,lasagna
gazpacho,ribs
baba_ganoush,bibimbap
com_tam,orange_chicken
chow_fun,bun_cha
vindaloo,buffalo_wings
japchae,steak
dan_dan_noodles,steak
hummus,kung_pao_chicken
tiramisu,taco
creme_brulee,chow_mein
butter_chicken,coleslaw
scallion_pancake,buffalo_wings
tempura,grilled_cheese
quiche,chow_fun
kimbap,teriyaki
churro,baklava
panna_cotta,orange_chicken
clam_chowder,lasagna
congee,dosa
edamame,general_tso
tamale,pad_thai
cheesecake,brownie
edamame,papaya_salad
osso_buco,chana_masala
takoyaki,miso_soup
katsu,minestrone
gazpacho,pozole
ca_phe_sua_da,spanakopita
pasta_bolognese,lo_mein
ca_phe_sua_da,ravioli
cheesecake,miso_soup
vindaloo,takoyaki
xiao_long_bao,burrito
tempura,tom_kha
sushi,pasta_carbonara
chow_fun,donburi
katsu,wonton_soup
baklava,thai_iced_tea
churro,buffalo_wings
teriyaki,burrito
butter_chicken,caprese
tempura,quesadilla
creme_brulee,fish_and_chips
taco,pasta_carbonara
massaman_curry,caesar_salad
massaman_curry,tandoori_chicken
nachos,orange_chicken
larb,quiche
tom_yum,tapas
churros_spanish,ratatouille
takoyaki,char_siu
bulgogi,biryani
beef_bourguignon,green_curry
pho,gyro
fried_chicken,chow_mein
ravioli,patatas_bravas
baklava,yakitori
creme_brulee,udon
fried_rice,chow_mein
panna_cotta,chow_mein
enchilada,general_tso
ca_phe_sua_da,baklava
chana_masala,falafel
steak,chana_masala
pita,samgyeopsal
tandoori_chicken,cheesecake
palak_paneer,kung_pao_chicken
sashimi,hamburger
lasagna,buffalo_wings
lobster_roll,mac_and_cheese
pulled_pork,pancake
tom_yum,dosa
gazpacho,brisket
elote,nachos
peking_duck,pulled_pork
xiao_long_bao,fresh_spring_roll
elote,kimchi
dumplings,orange_chicken
com_tam,chow_fun
guacamole,souffle
baklava,bruschetta
brisket,gyro
onigiri,cornbread
korma,spanakopita
ceviche,burrito
steak,taco
churros_spanish,ravioli
pulled_pork,bruschetta
caprese,fried_rice
takoyaki,ratatouille
tamale,tom_kha
clam_chowder,tamale
guacamole,fish_and_chips
korma,penne_arrabbiata
pulled_pork,papaya_salad
cheesecake,sweet_and_sour
butter_chicken,teriyaki
ribs,pita
crepe,vindaloo
steak,ice_cream
paella,orange_chicken
french_fries,pozole
hamburger,tandoori_chicken
larb,churros_spanish
pita,tandoori_chicken
korma,chow_mein
tempura,tikka_masala
grilled_cheese,tandoori_chicken
kimbap,donburi
spring_rolls,waffle
fresh_spring_roll,patatas_bravas
naan,yakitori
pulled_pork,brisket
japchae,coleslaw
mango_sticky_rice,banh_mi
gyro,french_fries
brisket,massaman_curry
shawarma,kimchi_jjigae
tiramisu,chile_relleno
gelato,risotto
thai_iced_tea,congee
steak,hamburger
bibimbap,dim_sum
chile_relleno,ratatouille
escargot,char_siu
kimchi,fajita
tom_yum,ratatouille
grilled_cheese,kimchi_jjigae
butter_chicken,peking_duck
coq_au_vin,dumplings
lasagna,fried_chicken
lobster_roll,brisket
paneer_tikka,chow_mein
ice_cream,takoyaki
tandoori_chicken,congee
kimbap,pasta_bolognese
butter_chicken,samosa
chow_fun,dim_sum
ribs,hot_and_sour_soup
pasta_carbonara,caprese
butter_chicken,french_fries
bulgogi,chicken_sandwich
french_onion_soup,clam_chowder
ravioli,pad_thai
korma,osso_buco
churro,pasta_bolognese
fresh_spring_roll,green_curry
waffle,brownie
fried_rice,minestrone
beef_bourguignon,chicken_sandwich
hot_and_sour_soup,lo_mein
tabbouleh,papaya_salad
banh_mi,penne_arrabbiata
korma,chile_relleno
ravioli,miso_soup
edamame,fried_chicken
brisket,banh_mi
crepe,pad_thai
katsu,char_siu
pasta_bolognese,pita
japchae,panna_cotta
kimchi_jjigae,lo_mein
tteokbokki,hamburger
osso_buco,sashimi
paella,sashimi
dal,pizza_margherita
souffle,fried_rice
elote,pho
xiao_long_bao,korean_fried_chicken
mac_and_cheese,ramen
coq_au_vin,papaya_salad
falafel,banh_mi
biryani,palak_paneer
tom_kha,kimchi_jjigae
sundubu_jjigae,lasagna
osso_buco,takoyaki
penne_arrabbiata,okonomiyaki
falafel,chicken_salad
ca_phe_sua_da,korean_fried_chicken
tom_kha,pozole
thai_iced_tea,fajita
pasta_carbonara,chicken_salad
palak_paneer,spring_rolls
fried_rice,caesar_salad
scallion_pancake,brownie
massaman_curry,ratatouille
waffle,lasagna
risotto,french_fries
risotto,yakitori
pad_see_ew,dosa
bruschetta,teriyaki
elote,dolma
peking_duck,korma
taco,kimchi_jjigae
guacamole,pancake
katsu,teriyaki
papaya_salad,fajita
kung_pao_chicken,kimchi_jjigae
vindaloo,chicken_salad
chile_relleno,patatas_bravas
elote,quesadilla
dan_dan_noodles,ravioli
general_tso,pasta_bolognese
dan_dan_noodles,tabbouleh
nachos,waffle
churro,french_fries
raita,enchilada
vindaloo,tandoori_chicken
sundubu_jjigae,fried_chicken
tapas,hamburger
bulgogi,patatas_bravas
pad_see_ew,pita
okonomiyaki,buffalo_wings
edamame,ratatouille
penne_arrabbiata,pita
gelato,hamburger
beef_bourguignon,tapas
paneer_tikka,brisket
scallion_pancake,bun_bo_hue
baklava,sashimi
lobster_roll,penne_arrabbiata
tempura,escargot
edamame,nachos
churro,falafel
kimchi_jjigae,coleslaw
edamame,clam_chowder
char_siu,patatas_bravas
scallion_pancake,bruschetta
french_onion_soup,lo_mein
panna_cotta,fried_chicken
kebab,samosa
dan_dan_noodles,sundubu_jjigae
enchilada,miso_soup
baba_ganoush,chow_fun
mango_sticky_rice,caprese
steak,pozole
tapas,ramen
fresh_spring_roll,okonomiyaki
brisket,creme_brulee
guacamole,nachos
creme_brulee,mango_sticky_rice
biryani,baklava
ravioli,pozole
ceviche,okonomiyaki
korean_fried_chicken,red_curry
mac_and_cheese,lo_mein
banh_mi,teriyaki
paella,cornbread
sundubu_jjigae,yakitori
tikka_masala,falafel
guacamole,papaya_salad
ceviche,hot_and_sour_soup
spring_rolls,pizza_margherita
elote,dosa
ca_phe_sua_da,larb
shawarma,enchilada
dan_dan_noodles,biryani
kimchi_jjigae,fajita
pulled_pork,vindaloo
grilled_cheese,kung_pao_chicken
churro,kebab
nachos,chicken_sandwich
kung_pao_chicken,souffle
patatas_bravas,chicken_salad
bulgogi,creme_brulee
ice_cream,tom_kha
pad_thai,waffle
beef_bourguignon,char_siu
korma,green_curry
raita,hamburger
gnocchi,ribs
guacamole,mango_sticky_rice
kebab,general_tso
tiramisu,kimchi
dan_dan_noodles,pita
spring_rolls,burrito
korma,ramen
tom_yum,kimchi
kimchi,miso_soup
baba_ganoush,souffle
kimbap,pancake
quesadilla,caprese
satay,ice_cream
massaman_curry,souffle
lobster_roll,bruschetta
peking_duck,pasta_bolognese
korean_fried_chicken,congee
taco,miso_soup
ribs,char_siu
bulgogi,gyro
lasagna,dosa
dumplings,pita
chana_masala,pizza
mapo_tofu,kebab
com_tam,churros_spanish
vindaloo,scallion_pancake
baklava,fresh_spring_roll
tempura,congee
gazpacho,ratatouille
ice_cream,char_siu
vindaloo,churros_spanish
paneer_tikka,steak
samosa,pozole
bruschetta,lo_mein
gazpacho,lasagna
tikka_masala,tom_kha
risotto,pasta_carbonara
wonton_soup,chicken_salad
pasta_carbonara,tandoori_chicken
lasagna,papaya_salad
grilled_cheese,spring_rolls
bulgogi,escargot
ribs,ratatouille
elote,teriyaki
japchae,mango_sticky_rice
takoyaki,kebab
souffle,chicken_salad
nachos,onigiri
gazpacho,korean_fried_chicken
ramen,chicken_sandwich
onigiri,pizza_margherita
paella,caprese
dumplings,naan
takoyaki,lo_mein
mac_and_cheese,naan
xiao_long_bao,scallion_pancake
gelato,buffalo_wings
tapas,green_curry
panna_cotta,coleslaw
moussaka,enchilada
ceviche,peking_duck
baba_ganoush,katsu
pad_see_ew,ramen
raita,tandoori_chicken
peking_duck,patatas_bravas
sushi,yakitori
club_sandwich,yakitori
orange_chicken,fried_chicken
korean_fried_chicken,chicken_sandwich
lobster_roll,pad_thai
baba_ganoush,tabbouleh
miso_soup,minestrone
nachos,bun_cha
pulled_pork,donburi
fried_chicken,miso_soup
penne_arrabbiata,pad_see_ew
tteokbokki,buffalo_wings
chile_relleno,brownie
lasagna,pad_see_ew
gnocchi,pad_see_ew
general_tso,congee
baklava,fajita
gelato,teriyaki
crepe,baba_ganoush
shawarma,thai_iced_tea
takoyaki,okonomiyaki
papaya_salad,lobster_roll
butter_chicken,baklava
baba_ganoush,takoyaki
lobster_roll,hummus
dim_sum,ramen
churros_spanish,dolma
tikka_masala,spanakopita
tabbouleh,cornbread
ceviche,enchilada
chana_masala,coleslaw
mango_sticky_rice,hummus
butter_chicken,ca_phe_sua_da
gnocchi,kimchi_jjigae
grilled_cheese,donburi
larb,raita
penne_arrabbiata,dosa
chile_relleno,samosa
risotto,chana_masala
mac_and_cheese,pozole
ravioli,bruschetta
waffle,ramen
pad_see_ew,pasta_carbonara
pad_thai,kung_pao_chicken
dumplings,bibimbap
souffle,congee
shawarma,char_siu
dim_sum,pita
dan_dan_noodles,gnocchi
char_siu,korean_fried_chicken
baklava,samgyeopsal
tikka_masala,japchae
larb,moussaka
escargot,beef_bourguignon
dumplings,fresh_spring_roll
pasta_bolognese,kung_pao_chicken
coq_au_vin,green_curry
churros_spanish,coq_au_vin
paneer_tikka,kimchi_jjigae
moussaka,donburi
brisket,chow_mein
pasta_carbonara,hot_and_sour_soup
pita,minestrone
samosa,okonomiyaki
scallion_pancake,thai_iced_tea
club_sandwich,kimchi
moussaka,thai_iced_tea
pasta_bolognese,hot_and_sour_soup
korma,pad_thai
gnocchi,spanakopita
mapo_tofu,dim_sum
onigiri,yakitori
escargot,green_curry
tempura,steak
paella,coleslaw
tabbouleh,bibimbap
miso_soup,pizza
butter_chicken,quiche
tom_kha,tandoori_chicken
bruschetta,thai_iced_tea
dal,chile_relleno
japchae,fajita
tapas,dolma
french_fries,congee
enchilada,falafel
pulled_pork,edamame
pozole,fish_and_chips
bun_bo_hue,vindaloo
beef_bourguignon,chow_mein
escargot,fish_and_chips
gnocchi,donburi
chile_relleno,kimchi_jjigae
vindaloo,pita
com_tam,scallion_pancake
ceviche,cheesecake
paella,kebab
kebab,green_curry
tom_yum,bibimbap
pasta_bolognese,thai_iced_tea
char_siu,miso_soup
xiao_long_bao,bulgogi
gyro,baklava
sushi,sweet_and_sour
dumplings,teriyaki
red_curry,vindaloo
paella,lo_mein
quesadilla,buffalo_wings
kebab,ratatouille
tamale,bruschetta
pulled_pork,waffle
taco,ice_cream
tabbouleh,dosa
mac_and_cheese,fried_chicken
gazpacho,quesadilla
xiao_long_bao,french_fries
ice_cream,pizza_margherita
kimbap,moussaka
lobster_roll,ribs
pad_see_ew,caprese
dolma,cheesecake
tempura,hamburger
bun_bo_hue,tempura
quesadilla,gyro
thai_iced_tea,okonomiyaki
lasagna,sushi
risotto,taco
pulled_pork,tabbouleh
dumplings,hot_and_sour_soup
clam_chowder,fried_rice
crepe,miso_soup
kebab,naan
fried_chicken,bun_cha
teriyaki,pizza_margherita
sundubu_jjigae,samosa
pulled_pork,sweet_and_sour
sushi,fajita
congee,ramen
chile_relleno,spanakopita
churro,chile_relleno
bulgogi,tempura
bun_bo_hue,chow_mein
creme_brulee,bruschetta
green_curry,burrito
spring_rolls,pizza
pasta_bolognese,tandoori_chicken
kimchi_jjigae,cornbread
papaya_salad,naan
osso_buco,lo_mein
penne_arrabbiata,tandoori_chicken
croissant,pizza
quesadilla,biryani
samosa,ratatouille
minestrone,ramen
pho,char_siu
red_curry,dal
edamame,pizza
biryani,lo_mein
grilled_cheese,japchae
butter_chicken,hummus
pasta_bolognese,dim_sum
ca_phe_sua_da,french_onion_soup
panna_cotta,green_curry
quiche,cheesecake
bun_bo_hue,pancake
lobster_roll,coq_au_vin
green_curry,miso_soup
gyro,papaya_salad
brisket,tamale
takoyaki,pozole
churro,coq_au_vin
mango_sticky_rice,tandoori_chicken
banh_mi,char_siu
tiramisu,paneer_tikka
xiao_long_bao,fried_chicken
katsu,paella
lobster_roll,waffle
massaman_curry,tteokbokki
waffle,donburi
nachos,mac_and_cheese
falafel,donburi
soup,teriyaki
kimchi_jjigae,club_sandwich
butter_chicken,thai_iced_tea
korean_fried_chicken,naan
dan_dan_noodles,club_sandwich
korma,pizza
samosa,ice_cream
dal,sashimi
peking_duck,korean_fried_chicken
cornbread,souffle
nachos,grilled_cheese
lasagna,club_sandwich
massaman_curry,spring_rolls
tempura,dim_sum
dal,wonton_soup
larb,fish_and_chips
samosa,chicken_salad
cornbread,pizza
korma,spring_rolls
butter_chicken,fried_chicken
quiche,kimchi_jjigae
taco,chow_fun
mango_sticky_rice,nachos
clam_chowder,kebab
dim_sum,yakitori
panna_cotta,sweet_and_sour
elote,tom_kha
mango_sticky_rice,pulled_pork
tom_yum,fish_and_chips
spanakopita,pasta_carbonara
samosa,congee
general_tso,char_siu
biryani,tapas
lobster_roll,chicken_sandwich
taco,chow_mein
char_siu,kimchi_jjigae
burrito,yakitori
panna_cotta,tiramisu
com_tam,tom_kha
pasta_bolognese,tamale
french_onion_soup,sundubu_jjigae
gyro,sushi
tamale,baba_ganoush
ceviche,kebab
pad_thai,congee
kung_pao_chicken,caesar_salad
gnocchi,pita
spanakopita,fajita
souffle,taco
churro,kimbap
papaya_salad,ramen
hummus,sashimi
tikka_masala,satay
quiche,fish_and_chips
dan_dan_noodles,okonomiyaki
vindaloo,samgyeopsal
risotto,club_sandwich
kimbap,tikka_masala
pulled_pork,bun_cha
burrito,chicken_sandwich
gnocchi,bun_cha
moussaka,chow_mein
banh_mi,pad_thai
kebab,banh_mi
guacamole,ratatouille
churro,wonton_soup
general_tso,guacamole
spring_rolls,kung_pao_chicken
pulled_pork,coleslaw
butter_chicken,croissant
mango_sticky_rice,tapas
french_onion_soup,tteokbokki
brisket,buffalo_wings
escargot,dosa
gelato,dumplings
japchae,spanakopita
elote,general_tso
gazpacho,kimbap
dan_dan_noodles,takoyaki
bruschetta,tandoori_chicken
dan_dan_noodles,lobster_roll
guacamole,kebab
gnocchi,lo_mein
yakitori,samosa
pozole,moussaka
chile_relleno,kebab
ca_phe_sua_da,samosa
tikka_masala,escargot
bun_bo_hue,pizza_margherita
edamame,kebab
banh_mi,french_fries
creme_brulee,kimchi
sundubu_jjigae,shawarma
ca_phe_sua_da,pulled_pork
satay,japchae
baklava,cornbread
general_tso,okonomiyaki
chow_fun,edamame
creme_brulee,kimbap
satay,yakitori
churro,dumplings
sushi,fried_chicken
tamale,taco
mapo_tofu,udon
dumplings,satay
gyro,kung_pao_chicken
larb,wonton_soup
tom_yum,dolma
ravioli,fried_chicken
elote,sushi
ice_cream,grilled_cheese
penne_arrabbiata,cornbread
churros_spanish,cheesecake
larb,spring_rolls
thai_iced_tea,udon
wonton_soup,pozole
crepe,french_fries
clam_chowder,thai_iced_tea
satay,minestrone
chana_masala,kimchi_jjigae
spring_rolls,quiche
chile_relleno,pizza_margherita
tempura,samosa
cheesecake,pasta_bolognese
coq_au_vin,fried_rice
com_tam,pasta_bolognese
chile_relleno,green_curry
ribs,guacamole
dan_dan_noodles,fried_rice
caprese,fresh_spring_roll
bun_bo_hue,tom_kha
kimbap,samosa
panna_cotta,onigiri
bulgogi,fish_and_chips
quesadilla,nachos
quiche,pasta_carbonara
tom_yum,kung_pao_chicken
fresh_spring_roll,dosa
sweet_and_sour,dim_sum
tamale,chicken_salad
bun_cha,pita
scallion_pancake,lobster_roll
lasagna,spanakopita
bulgogi,buffalo_wings
tom_kha,burrito
bun_cha,pancake
quesadilla,chicken_sandwich
brisket,chicken_salad
massaman_curry,grilled_cheese
dumplings,gyro
osso_buco,teriyaki
risotto,onigiri
satay,french_fries
gyro,chicken_salad
dal,minestrone
caprese,chow_fun
dan_dan_noodles,paneer_tikka
quesadilla,tom_kha
edamame,yakitori
ceviche,ribs
coq_au_vin,bruschetta
fresh_spring_roll,tom_kha
peking_duck,bulgogi
tamale,spanakopita
edamame,bun_cha
minestrone,pizza_margherita
souffle,fish_and_chips
char_siu,minestrone
lobster_roll,pasta_bolognese
gazpacho,pad_see_ew
taco,bun_cha
takoyaki,tteokbokki
samgyeopsal,ratatouille
gazpacho,char_siu
raita,thai_iced_tea
biryani,hot_and_sour_soup
massaman_curry,green_curry
bulgogi,minestrone
spring_rolls,bruschetta
butter_chicken,paneer_tikka
dan_dan_noodles,general_tso
samosa,sweet_and_sour
brisket,lo_mein
tom_kha,dosa
sundubu_jjigae,pizza_margherita
ceviche,bulgogi
bulgogi,cornbread
pad_thai,spring_rolls
gazpacho,tandoori_chicken
waffle,teriyaki
pasta_bolognese,club_sandwich
french_onion_soup,dumplings
tandoori_chicken,pizza_margherita
korma,brownie
baklava,grilled_cheese
ca_phe_sua_da,tempura
ceviche,sundubu_jjigae
churro,chicken_salad
ice_cream,croissant
biryani,brownie
croissant,dim_sum
ceviche,tamale
hummus,ratatouille
grilled_cheese,caesar_salad
cheesecake,pancake
butter_chicken,hamburger
soup,orange_chicken
crepe,samgyeopsal
korean_fried_chicken,green_curry
fried_chicken,soup
raita,papaya_salad
baba_ganoush,spanakopita
quiche,caprese
pasta_bolognese,teriyaki
